,Unnamed: 0,index,sentence1,sentence2,variability,confidence,var_ep,conf_ep,lexical,subsequence,gold_label,pred_label
25,167,167,"Chip giant, Intel, has set its sights on the digital living room with its own flavours of entertainment PCs designed to act like media hubs for the home.",Intel is vying for a key spot in the digital living room.,"[0.0, 0.0981830507516861, 0.08048278853273111, 0.07117081685888489, 0.0654494501532479, 0.05993528163026008, 0.055707857326420834, 0.05830027839471846, 0.06039999036141764, 0.06794626148711323, 0.10095332588730031, 0.10977312549018821, 0.1367613761405064, 0.15290201594969222, 0.1724560413785607, 0.18201828577066548, 0.18407114634260813, 0.19001686892300265, 0.19637562230182404, 0.20306396111469277]","[0.3514389097690582, 0.4496219605207443, 0.45466535290082294, 0.46297550201416016, 0.47058145999908446, 0.4727049420277278, 0.4747175787176405, 0.4648362994194031, 0.45598407917552525, 0.46815577447414397, 0.4926396039399234, 0.5083293889959654, 0.53346314567786, 0.554966864841325, 0.5787526071071625, 0.5974580217152834, 0.6104493474259096, 0.6259916375080744, 0.641550329170729, 0.6571096494793892]",0.0,0.3514389097690582,0,0,entailment,not_entailment
26,939,939,"US President George W. Bush has refused to set a timetable for the withdrawal of the 138,000 US troops in Iraq, but has said that US forces will stand down as Iraqi forces gradually take over.","138,000 US troops are located in Iraq.","[0.0, 0.07255807518959045, 0.06494697756732987, 0.07890648024210772, 0.07195765392293381, 0.07791025789478133, 0.07687446924742035, 0.07217374299363447, 0.06831987639481624, 0.07583768325047581, 0.07982873364002248, 0.09598144941144728, 0.10586821769853083, 0.10998259682693684, 0.11106579052448616, 0.11670151479022675, 0.13797700838623073, 0.13672996665583032, 0.14497669309459854, 0.14558453074903915]","[0.35422027111053467, 0.4267783463001251, 0.4455975790818532, 0.47754884511232376, 0.4845652163028717, 0.5033006817102432, 0.4924469590187073, 0.4901147112250328, 0.49227513869603473, 0.4791496366262436, 0.48984600468115375, 0.4723405142625173, 0.4873524262354924, 0.4987496903964451, 0.5073928117752076, 0.4956892244517803, 0.5154052446870243, 0.5218908687432607, 0.5083362271911219, 0.5002984017133713]",0.0,0.3542202711105346,0,0,entailment,not_entailment
27,449,449,"But Rajeev Dhawan, director of the Economic Forecasting Center at Georgia State University, says the main issue ahead is higher inflation.",The Economic Forecasting Center is located in Georgia.,"[0.0, 0.09555882215499878, 0.07803503658708232, 0.06873110306425761, 0.06588293192171774, 0.061847347304467476, 0.060851624493599564, 0.05913365703187158, 0.059368697004151316, 0.09327876388630159, 0.09863829429473074, 0.1041887803591553, 0.1158698430541347, 0.11215914237390934, 0.1425288990818879, 0.13807193415771873, 0.15780296244901698, 0.16479357820119536, 0.16064030902438212, 0.16121960260815132]","[0.3556665778160095, 0.4512253999710083, 0.45217617352803546, 0.4594072252511978, 0.47125405073165894, 0.4777032434940338, 0.4861122454915728, 0.48005614802241325, 0.47284170985221863, 0.49762689769268037, 0.5111160738901659, 0.5243845656514168, 0.5412307863052075, 0.538284604038511, 0.5630311171213785, 0.5619048438966274, 0.5827604777672711, 0.5973903834819794, 0.5953127616330197, 0.5864967569708824]",0.0,0.3556665778160095,0,0,entailment,not_entailment
28,1798,1798,"""""""The founder of Thailand's """"""""yellow shirt"""""""" protest movement that shut down Bangkok airports last year was shot and wounded in an assassination attempt Friday, just days after troops cracked down on rioting protesters from the rival, anti-government """"""""red shirt"""""""" group. The government quickly moved to tighten security around Prime Minister Abhisit Vejjajiva, who said a state of emergency that was imposed Sunday in Bangkok would remain in place. Vehicles carrying Abhisit were attacked twice by red-shirted protesters in the run-up to this week's riots.""""""","""""""The """"""""yellow"""""""" and the """"""""red shirts"""""""" are enemies.""""""","[0.0, 0.06788314878940582, 0.062479366677552814, 0.06379036135540969, 0.058243172302179985, 0.05338961715214993, 0.04945209715362004, 0.046259110206804885, 0.060895920478975296, 0.0822555015586922, 0.09147252157590688, 0.08859066904255895, 0.13344814491664003, 0.1292658089599176, 0.12809777359291596, 0.13172459706555426, 0.14099452134191745, 0.15815043365647352, 0.15909053954797414, 0.16321516851195314]","[0.3571808636188507, 0.42506401240825653, 0.44545506437619525, 0.46496110409498215, 0.47081129550933837, 0.4686404913663864, 0.46925503867013113, 0.4693646505475044, 0.48439035813013714, 0.5039081156253815, 0.4890207296068018, 0.4930473789572716, 0.4633772247112714, 0.46702805267913, 0.4746502329905828, 0.48610418383032084, 0.4712113282259773, 0.45205789390537476, 0.4425867741045199, 0.4542732067406178]",0.0,0.3571808636188507,0,0,entailment,not_entailment
29,1214,1214,This case of rabies in western Newfoundland is the first case confirmed on the island since 1989.,A case of rabies was confirmed.,"[0.0, 0.06956747174263, 0.06646997020171967, 0.07784228719990446, 0.07613177024909601, 0.06950034294821389, 0.06572744250646417, 0.06196465740384846, 0.064132178801016, 0.07076439426544076, 0.07728275037938329, 0.09731536246816846, 0.0944501372290614, 0.09328968899526469, 0.09896951522718717, 0.09786870853730063, 0.13945336398714148, 0.15253197415664532, 0.15365382424592317, 0.15876049497557368]","[0.3574042022228241, 0.4269716739654541, 0.4513830939928691, 0.48163607716560364, 0.497035014629364, 0.4972625970840454, 0.491787782737187, 0.4888714700937271, 0.47951771484480965, 0.467471706867218, 0.47938917441801593, 0.4984473983446757, 0.5023099504984342, 0.5079894661903381, 0.5189184466997783, 0.5240533240139484, 0.49851856205393286, 0.5154946086307367, 0.5248280046017546, 0.5369151268154383]",0.0,0.3574042022228241,0,0,entailment,not_entailment
30,205,205,"Unlike seal hunting in Canada, where pups are hunted for fur, poachers in China catch seals primarily to sell to zoos or to use the genital organs for traditional Chinese medicine.",Seal-hunting endangers species.,"[0.0, 0.09320975840091705, 0.08020219762334338, 0.06986105957844228, 0.06475137884564947, 0.06089380438678051, 0.05638306195582353, 0.05482484061481751, 0.07854369009898847, 0.12469903392801075, 0.1369615177586432, 0.16201108234776507, 0.17865992989139803, 0.18248268862981556, 0.17647666618612676, 0.18479317612974747, 0.19127257894306574, 0.19538685163273653, 0.19878748601131355, 0.20161541833240512]","[0.3587993085384369, 0.45200906693935394, 0.46990254521369934, 0.47423356771469116, 0.46574406027793885, 0.4722878287235896, 0.472633387361254, 0.47829143702983856, 0.49919993347591823, 0.5325293481349945, 0.554028722372922, 0.582715650399526, 0.6080316947056696, 0.6248119856630053, 0.6226726015408833, 0.6408403478562832, 0.6575088395791895, 0.6721080607838101, 0.6857497190174303, 0.6985397964715958]",0.0,0.3587993085384369,0,0,not_entailment,entailment
31,905,905,"On April 27th, Pavolini went on, ahead of his troops, and reached Mussolini. Accompanying him were Angela Curti, the former mistress of Mussolini.",Angela Curti was Mussolini's mistress.,"[0.0, 0.07112015783786774, 0.06490255022490986, 0.06136126755146595, 0.06638343526449644, 0.06078971346541455, 0.05666805390519599, 0.05336810541120732, 0.050466016313437556, 0.06812616127753576, 0.07726031528953642, 0.09702424691626262, 0.12025248181493654, 0.12087616271832395, 0.14773970642228648, 0.1659123033726418, 0.1746276294388279, 0.18338387699905917, 0.18515571932160393, 0.1914651354171722]","[0.35916420817375183, 0.43028436601161957, 0.45078180233637494, 0.464993879199028, 0.48366602659225466, 0.48151712616284686, 0.48421872513634817, 0.4865576773881912, 0.4879327118396759, 0.5040883332490921, 0.5173167396675457, 0.5362471813956896, 0.5581771570902604, 0.567717724612781, 0.5919045627117157, 0.6136056538671255, 0.6305377711268032, 0.6473918043904834, 0.6589939484470769, 0.6736664965748786]",0.0,0.3591642081737518,0,0,entailment,not_entailment
32,2398,2398,"On Friday evening, a car bomb exploded outside a Shiite mosque in Iskandariyah, 30 miles south of the capital, killing seven people and wounding 10, doctors said on condition of anonymity.",The car bomb at the mosque in Iskandariyah exploded.,"[0.0, 0.0371520072221756, 0.06270146497420043, 0.07317294846782395, 0.06938115535550755, 0.06350568227920939, 0.059462898810959064, 0.060229460108789656, 0.07457477913597949, 0.0983267549496459, 0.11519936941465726, 0.11039848657670427, 0.13472004571511512, 0.12982722203560368, 0.1322316500330971, 0.1504477870402254, 0.16179574664813565, 0.17198967178450442, 0.1810105105564436, 0.18339948671844253]","[0.3627312183380127, 0.3998832255601883, 0.4386858840783437, 0.46700357645750046, 0.47851791977882385, 0.48059241970380145, 0.4769637499536787, 0.4856957197189331, 0.5027869277530246, 0.5255487203598023, 0.5467186678539623, 0.5452777395645777, 0.5692554895694439, 0.5688623700823102, 0.580054763952891, 0.6004543602466583, 0.6179092491374296, 0.634811927874883, 0.6510415704626786, 0.6625325441360473]",0.0,0.3627312183380127,0,0,entailment,not_entailment
33,1568,1568,"Jerusalem was rebuilt and served as Israel's capital off and on under various foreign rulers until 70 AD, when Roman legions burned the city and expelled its Jewish inhabitants.",Israel has 70 Jewish inhabitants.,"[0.0, 0.05939196050167084, 0.04850732566271845, 0.05131935963870255, 0.05314901853189427, 0.04904647454610917, 0.05120776875499272, 0.06443059957719942, 0.07150895570044705, 0.08614676018258577, 0.10622933394445676, 0.1332659254862677, 0.15844095205567715, 0.16817658163361568, 0.17632073182939503, 0.18417473351974925, 0.19290450942544493, 0.19764203359739405, 0.20010230241880725, 0.20255863993441392]","[0.3628699481487274, 0.42226190865039825, 0.4230857193470001, 0.4401048868894577, 0.4535014986991882, 0.45029084384441376, 0.4599546066352299, 0.4762415252625942, 0.48958077364497715, 0.5072791308164597, 0.5285818712277845, 0.5545460507273674, 0.5814871398302225, 0.6010456063917705, 0.6193509439627329, 0.6371917109936476, 0.6553698760621688, 0.6705502917369207, 0.683534197117153, 0.6960811987519264]",0.0,0.3628699481487274,0,0,not_entailment,entailment
34,967,967,Prime Minister Mahmoud Abbas has offered 'the hand of peace' to Israel after his landslide victory in Sunday's presidential election.,Mahmoud Abbas has claimed victory in the presidential elections.,"[0.0, 0.08994193375110626, 0.0787723210637828, 0.0765727787338822, 0.06893662922435274, 0.0639925034835417, 0.06378889890988661, 0.06014076906855308, 0.0632287104654832, 0.09914605185254519, 0.1035129353829906, 0.10004368798816998, 0.12666886934168373, 0.12708012616215386, 0.1654777080960107, 0.189251998999654, 0.18384788649437694, 0.18774851429979855, 0.19891267347529365, 0.19519050869686727]","[0.36511412262916565, 0.4550560563802719, 0.4349060654640198, 0.45498575270175934, 0.45890833139419557, 0.46410111089547473, 0.47375330328941345, 0.4765947423875332, 0.46670259369744194, 0.49301663041114807, 0.5063531182029031, 0.5104731619358063, 0.5342887135652395, 0.5440961974007743, 0.5144432798027992, 0.5404495312832296, 0.5428287189672975, 0.5288387234840128, 0.5473559588978165, 0.5525439795106649]",0.0,0.3651141226291656,0,0,entailment,not_entailment
35,2033,2033,"Diana, Princess of Wales died on Sunday, 31 August 1997 following a car crash in Paris. There was widespread public mourning at the death of this popular figure, culminating with her funeral at Westminster Abbey on Saturday, 6 September 1997.",Lady Diana died in Paris.,"[0.0, 0.06813451647758484, 0.061322172838374586, 0.0603688568216263, 0.054343721873122613, 0.05285435470080422, 0.04909246668321261, 0.05131432703325791, 0.05104745708841828, 0.07073615509077942, 0.106330960467144, 0.11355814196303392, 0.11513606771459324, 0.11784854094145349, 0.14538623516158583, 0.15242958636821174, 0.16219994390897347, 0.17062143586873021, 0.17837374253203067, 0.1844002079685123]","[0.3658694624900818, 0.4340039789676666, 0.4522458811601003, 0.46881987899541855, 0.4657490074634552, 0.47390436629454297, 0.47229342801230295, 0.4636385478079319, 0.4693967600663503, 0.4865831404924393, 0.5125784142450853, 0.5277482643723488, 0.5383659394887778, 0.5493863544293812, 0.5735506196816762, 0.5886474046856165, 0.6053072266718921, 0.6211454785532422, 0.6364891544768685, 0.650588621199131]",0.0,0.3658694624900818,0,0,entailment,not_entailment
36,1481,1481,Justice Sandra Day O'Connor announced her retirement in order to spend time with her ill husband.,Justice Sandra Day O'Connor announced her retirement.,"[0.0, 0.08671195805072784, 0.07269457370684267, 0.06974969463115727, 0.06315563178086918, 0.0585228431431394, 0.056251838845883785, 0.053430857269659675, 0.05070282158293698, 0.05361763068625705, 0.07053329590123711, 0.10273163637819144, 0.11510351797912874, 0.14005920775657915, 0.14601148130702887, 0.1591648050493626, 0.16994131241237043, 0.17404980154648897, 0.1819258566269232, 0.18687898416295468]","[0.36592379212379456, 0.4526357501745224, 0.4642946223417918, 0.48163094371557236, 0.48654566407203675, 0.49104147652784985, 0.4972142790045057, 0.5007218383252621, 0.502756718132231, 0.5106529325246811, 0.5260199281302366, 0.5493620907266935, 0.5664570721296164, 0.5901767590216228, 0.6048409601052602, 0.6237204764038324, 0.6414631096755757, 0.6547865321238836, 0.6704178217210268, 0.683954493701458]",0.0,0.3659237921237945,0,0,entailment,not_entailment
37,1944,1944,"""""""""""""""When we apply this to young children, it allows us to predict what might be their future caries history - the number of cavities that they'll get by, say, their late 20s or early 30s,"""""""" says researcher Paul Denny. Called the Caries Assessment and Risk Evaluation (CARE) test, the test measures the relative proportions in saliva of different types of sugar chains called oligosaccharides. The same sugar chains are present on tooth surfaces.""""""",A test can predict cavities.,"[0.0, 0.0926363617181778, 0.07787137283733471, 0.07092942565065892, 0.06562004135539473, 0.06000525987344046, 0.0557038465967744, 0.052404189840653294, 0.06709023810241431, 0.06366126601981863, 0.10589812043222702, 0.10746493309909597, 0.10906774455487656, 0.1441180021730932, 0.15550351798820808, 0.15951661514793042, 0.17811652059619137, 0.17680985957916953, 0.18680227522850823, 0.18936030791014755]","[0.3675592243671417, 0.4601955860853195, 0.47329050302505493, 0.4859793484210968, 0.4943639039993286, 0.49279506007830304, 0.4944615534373692, 0.4965709000825882, 0.4805239604579078, 0.4809670239686966, 0.5084080289710652, 0.5191480740904808, 0.5292945985610669, 0.5566440799406597, 0.5751527885595957, 0.5887555833905935, 0.6108020421336678, 0.6195426136255264, 0.6366675103965559, 0.6486037239432335]",0.0,0.3675592243671417,0,0,entailment,not_entailment
